type,count
commercial,32300
university,28869
park,15450
nature_reserve,10533
attraction,7932
residential,7546
train_station,2185
research_institute,1874
parking,1387
school,1005
brownfield,886
mall,786
electronics,773
apartments,576
police,537
garden,515
railway,419
office,319
industrial,295
bicycle_parking,238
transportation,231
meadow,181
college,175
house,161
hospital,139
pitch,126
bus_station,107
garages,67
tunnel,67
construction,51
library,39
grass,34
forest,31
hotel,15
retail,12
