type,count
commercial,319
park,57
residential,44
university,31
hospital,27
school,18
parking,12
apartments,12
police,10
construction,8
industrial,7
house,7
railway,6
grass,5
golf_course,4
office,4
train_station,3
hotel,3
research_institute,3
fuel,2
mall,2
retail,1
brownfield,1
plant_nursery,1
