type,count
university,1373
commercial,982
residential,201
park,60
retail,57
school,27
parking,25
hospital,18
construction,17
train_station,15
apartments,14
research_institute,11
garden,11
attraction,11
yes,7
office,7
hotel,6
department_store,5
railway,3
supermarket,3
electronics,2
forest,2
brownfield,2
military,1
place_of_worship,1
grass,1
tunnel,1
water_works,1
restaurant,1
